id,name,rawBodyPart,rawEquipment,rawTarget,rawMuscleMetadata,rawSecondaryMuscles,currentCategory,currentPrimaryMuscle,currentSecondaryMuscles,currentLoadMechanism,currentLoadMode,currentBodyweightFactor,currentPlateBaseKind,inferredMovementFamily,inferredComplexity,inferredMachineResistanceClass,highestSeverity,flags,v2TargetKind,v2TargetResolved,v2TargetRegion,v2SecondaryResolved
ex-1750,Medicine ball supine chest throw,upper arms,medicine ball,triceps,chest,chest; shoulders,other,triceps,core,other,total,,none,other,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0627,Mixed grip chin-up,back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,chin_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-3217,Modified hindu push-up (male),chest,body weight,pectorals,triceps,triceps; shoulders; core,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-1421,Modified push up to lower arms,lower arms,body weight,forearms,triceps,triceps; chest; shoulders,bodyweight,forearms,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,triceps_brachii; chest; shoulders
ex-0628,Monster walk,upper legs,body weight,glutes,hamstrings,hamstrings; quadriceps,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-0630,Mountain climber,cardio,body weight,cardiovascular system,core,core; shoulders; triceps,bodyweight,core,triceps,bodyweight,added_weight,,none,other,unknown,none_expected,high,UNMAPPED_TARGET; TARGET_FALLBACK_TO_CORE; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,unknown,,,core; shoulders; triceps_brachii
ex-0631,Muscle up,back,body weight,lats,biceps,biceps; triceps; shoulders; chest,bodyweight,back,biceps; triceps; core,bodyweight,added_weight,1,none,other,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; triceps_brachii; shoulders; chest
ex-1401,Muscle-up (on vertical bar),back,body weight,lats,biceps,biceps; triceps; forearms,bodyweight,back,biceps; triceps; forearms,bodyweight,added_weight,1,none,other,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; triceps_brachii; forearms
ex-2328,Narrow push-up on exercise ball,upper arms,stability ball,triceps,chest,chest; shoulders,other,triceps,core,other,total,,none,bench_press,compound,none_expected,medium,UNMAPPED_EQUIPMENT; COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-1403,Neck side stretch,neck,body weight,levator scapulae,trapezius,trapezius; sternocleidomastoid,bodyweight,core,,bodyweight,added_weight,,none,other,unknown,none_expected,high,UNMAPPED_TARGET; TARGET_FALLBACK_TO_CORE; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,levator_scapulae,neck,trapezius; sternocleidomastoid
ex-0634,Negative crunch,waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-1495,Oblique crunch v. 2,waist,body weight,abs,obliques,obliques,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques
ex-0635,Oblique crunches floor,waist,body weight,abs,obliques,obliques,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques
ex-0636,Olympic barbell hammer curl,upper arms,olympic barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0637,Olympic barbell triceps extension,upper arms,olympic barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-1355,One arm against wall,back,body weight,lats,shoulders,shoulders; triceps,bodyweight,back,core; triceps,bodyweight,added_weight,,none,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,latissimus_dorsi,back,shoulders; triceps_brachii
ex-0638,One arm chin-up,back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,chin_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-0639,One arm dip,upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,elbow_extension,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0640,One arm slam (with medicine ball),waist,medicine ball,abs,shoulders,shoulders; back,other,core,,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; back
ex-1773,One arm towel row,back,body weight,upper back,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,,none,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-1386,One leg donkey calf raise,lower legs,body weight,calves,hamstrings,hamstrings; glutes,bodyweight,calves,hamstrings; glutes,bodyweight,added_weight,,none,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; glutes
ex-1387,One leg floor calf raise,lower legs,body weight,calves,ankles,ankles; feet,bodyweight,calves,core,bodyweight,added_weight,,none,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,lower_legs; lower_legs
ex-1476,One leg squat,upper legs,body weight,glutes,quadriceps,quadriceps; hamstrings; calves,bodyweight,glutes,core; hamstrings; calves,bodyweight,added_weight,,none,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0641,Otis up,waist,weighted,abs,hip flexors,hip flexors; lower back,other,core,,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors; lower_back
ex-0642,Outside leg kick push-up,upper legs,body weight,glutes,quadriceps,quadriceps; hamstrings; calves,bodyweight,glutes,core; hamstrings; calves,bodyweight,added_weight,,none,bench_press,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0643,Overhead triceps stretch,upper arms,body weight,triceps,shoulders,shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-3147,Pelvic tilt,waist,body weight,abs,lower back,lower back,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,lower_back
ex-1422,Pelvic tilt into bridge,upper legs,body weight,glutes,hamstrings,hamstrings; core,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; core
ex-1388,Peroneals stretch,lower legs,rope,calves,ankles,ankles; feet,other,calves,core,other,total,,none,calf_raise,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,lower_legs; lower_legs
ex-3662,Pike-to-cobra push-up,upper legs,body weight,glutes,core,core; shoulders; triceps,bodyweight,glutes,core; triceps,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,core; shoulders; triceps_brachii
ex-1306,Plyo push up,chest,body weight,pectorals,triceps,triceps; shoulders; core,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-1687,Posterior step to overhead reach,waist,body weight,abs,glutes,glutes; hamstrings; quadriceps; shoulders,bodyweight,core,glutes; hamstrings,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,glutes; hamstrings; quadriceps; shoulders
ex-1389,Posterior tibialis stretch,lower legs,rope,calves,hamstrings,hamstrings; quadriceps,other,calves,hamstrings; core,other,total,,none,calf_raise,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; quadriceps
ex-3119,Potty squat,waist,body weight,abs,quadriceps,quadriceps; glutes,bodyweight,core,glutes,bodyweight,added_weight,,none,squat,compound,none_expected,high,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,quadriceps; glutes
ex-3132,Potty squat with support,upper legs,body weight,glutes,quadriceps,quadriceps; hamstrings; calves,bodyweight,glutes,core; hamstrings; calves,bodyweight,added_weight,,none,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0648,Power clean,upper legs,barbell,hamstrings,glutes,glutes; quadriceps; calves,barbell,hamstrings,glutes; core; calves,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,hamstrings,upper_legs,glutes; quadriceps; lower_legs
ex-3665,Power point plank,waist,body weight,abs,shoulders,shoulders; triceps; glutes,bodyweight,core,triceps; glutes,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; triceps_brachii; glutes
ex-3203,Prisoner half sit-up (male),waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-1707,Prone twist on stability ball,waist,stability ball,abs,obliques,obliques; lower back,other,core,,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; lower_back
ex-0651,Pull up (neutral grip),back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-0650,Pull-in (on stability ball),waist,stability ball,abs,hip flexors,hip flexors,other,core,,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-0652,Pull-up,back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-1689,Push and pull bodyweight,chest,body weight,pectorals,triceps,triceps; deltoids,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-3638,Push to run,cardio,body weight,cardiovascular system,quadriceps,quadriceps; hamstrings; calves,bodyweight,core,hamstrings; calves,bodyweight,added_weight,,none,other,unknown,none_expected,high,UNMAPPED_TARGET; TARGET_FALLBACK_TO_CORE; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,unknown,,,quadriceps; hamstrings; lower_legs
ex-1307,Push up on bosu ball,chest,bosu ball,pectorals,triceps,triceps; shoulders; core,other,chest,triceps; core,other,total,,none,bench_press,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-0662,Push-up,chest,body weight,pectorals,triceps,triceps; deltoids; core,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-0653,Push-up (bosu ball),chest,bosu ball,pectorals,triceps,triceps; shoulders; core,other,chest,triceps; core,other,total,,none,bench_press,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-0655,Push-up (on stability ball),chest,stability ball,pectorals,triceps,triceps; shoulders; core,other,chest,triceps; core,other,total,,none,bench_press,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-0656,Push-up (on stability ball),chest,stability ball,pectorals,triceps,triceps; shoulders; core,other,chest,triceps; core,other,total,,none,bench_press,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-0659,Push-up (wall),chest,body weight,pectorals,triceps,triceps; deltoids,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0658,Push-up (wall) v. 2,chest,body weight,pectorals,triceps,triceps; shoulders,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0660,Push-up close-grip off dumbbell,upper arms,dumbbell,triceps,chest,chest; shoulders,dumbbell,triceps,core,dumbbell,per_hand,,none,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0661,Push-up inside leg kick,upper legs,body weight,glutes,quadriceps,quadriceps; hamstrings; calves; core,bodyweight,glutes,core; hamstrings; calves,bodyweight,added_weight,,none,bench_press,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-0663,Push-up medicine ball,chest,medicine ball,pectorals,triceps,triceps; shoulders; core,other,chest,triceps; core,other,total,,none,bench_press,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-1467,Push-up on lower arms,upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-3145,Push-up plus,chest,body weight,pectorals,triceps,triceps; shoulders,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0664,Push-up to side plank,waist,body weight,abs,shoulders,shoulders; chest; triceps,bodyweight,core,triceps,bodyweight,added_weight,,none,bench_press,compound,none_expected,high,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; chest; triceps_brachii
ex-3533,Quads,upper legs,body weight,quads,hamstrings,hamstrings; glutes,bodyweight,quadriceps,hamstrings; glutes,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,hamstrings; glutes
ex-3201,Quarter sit-up,waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-3552,Quick feet v. 2,upper legs,body weight,quads,calves,calves; hamstrings,bodyweight,quadriceps,calves; hamstrings,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,lower_legs; hamstrings
ex-0666,Raise single arm push-up,chest,body weight,pectorals,triceps,triceps; shoulders; core,bodyweight,chest,triceps; core,bodyweight,added_weight,,none,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders; core
ex-0668,Rear decline bridge,upper legs,body weight,glutes,hamstrings,hamstrings; lower back,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-0669,Rear deltoid stretch,shoulders,body weight,delts,trapezius,trapezius; rhomboids,bodyweight,shoulders,core,bodyweight,added_weight,,none,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,trapezius; rhomboids
ex-0670,Rear pull-up,back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-1582,Reclining big toe pose with rope,upper legs,rope,hamstrings,calves,calves; glutes,other,hamstrings,calves; glutes,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,hamstrings,upper_legs,lower_legs; glutes
ex-3236,Resistance band hip thrusts on knees (female),upper legs,resistance band,glutes,hamstrings,hamstrings; quadriceps,other,glutes,hamstrings; core,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-3007,Resistance band leg extension,upper legs,resistance band,quads,hamstrings,hamstrings,other,quadriceps,hamstrings,other,total,,none,knee_extension,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,hamstrings
ex-3123,Resistance band seated biceps curl,upper arms,resistance band,biceps,forearms,forearms,other,biceps,forearms,other,total,,none,elbow_flexion,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-3124,Resistance band seated chest press,chest,resistance band,pectorals,shoulders,shoulders; triceps,other,chest,core; triceps,other,total,,none,bench_press,compound,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
ex-3006,Resistance band seated hip abduction,upper legs,resistance band,abductors,glutes,glutes; hamstrings,other,quadriceps,glutes; hamstrings,other,total,,none,other,unknown,none_expected,high,UNMAPPED_EQUIPMENT; UNMAPPED_TARGET; RAW_MG_DIFFERS_FROM_TARGET,functional,hip_abductors,,glutes; hamstrings
ex-3122,Resistance band seated shoulder press,shoulders,resistance band,delts,triceps,triceps; upper back,other,shoulders,triceps; back,other,total,,none,vertical_press,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-3144,Resistance band seated straight back row,back,resistance band,upper back,biceps,biceps; shoulders,other,back,biceps; core,other,total,,none,row,compound,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; shoulders
ex-0872,Reverse crunch,waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-0672,Reverse dip,upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,elbow_extension,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0673,Reverse grip machine lat pulldown,back,leverage machine,lats,biceps,biceps; forearms,machine,back,biceps; forearms,selectorized,total,,none,pulldown,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; POSSIBLE_PLATE_LOADED_MACHINE; LEVER_RESOLVED_SELECTOR_ONLY,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-0674,Reverse grip pull-up,back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-0675,Reverse hyper extension (on stability ball),upper legs,stability ball,glutes,hamstrings,hamstrings; lower back,other,glutes,hamstrings; core,other,total,,none,elbow_extension,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-1423,Reverse hyper on flat bench,upper legs,body weight,glutes,hamstrings,hamstrings; lower back,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-3663,Reverse plank with leg lift,waist,body weight,abs,glutes,glutes; hamstrings; shoulders,bodyweight,core,glutes; hamstrings,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,glutes; hamstrings; shoulders
ex-0677,Ring dips,upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,elbow_extension,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-2571,Rocking frog stretch,upper legs,body weight,glutes,hamstrings,hamstrings; quadriceps,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-0678,Rocky pull-up pulldown,back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-2208,Roller back stretch,back,roller,spine,hamstrings,hamstrings; glutes,other,back,hamstrings; glutes,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,hamstrings; glutes
ex-2204,Roller body saw,waist,roller,abs,shoulders,shoulders; triceps; core,other,core,triceps,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; triceps_brachii; core
ex-2205,Roller hip lat stretch,upper legs,roller,glutes,hamstrings,hamstrings; quadriceps,other,glutes,hamstrings; core,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-2202,Roller hip stretch,upper legs,roller,glutes,hamstrings,hamstrings; quadriceps,other,glutes,hamstrings; core,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-2206,Roller reverse crunch,waist,roller,abs,hip flexors,hip flexors,other,core,,other,total,,none,core,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-2203,Roller seated shoulder flexor depresor retractor,chest,roller,pectorals,deltoids,deltoids; triceps,other,chest,core; triceps,other,total,,none,other,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
